movie_code,movie_name,screen_national,sales_national,audience_national,production_year,release_date,running_time,age_restriction,rate_cgv,comment_cgv,rate_naver,comment_naver,synopsis
1000164,부라더,889,11590908298,1468301,2017,20171102,102,12세관람가,89.0,29045,7.83,1390,"근본 있는 안동으로 돌아온 근본 없는 형제의 ‘나 혼자 잘 살자’ 프로젝트!인디아나 존스를 꿈꾸는 국사 학원 강사 석봉국보급 보물을 찾는 게 인생 최대의 목표로 고가의 장비 구입을 위해 사채 빚도 마다 않는 허당평등한 나라 독일 이민이 꿈인 건설회사 팀장 주봉합리적이고 이성적인 판단으로 회사에서 업무 성과를 인정받으나 늘 낙하산 인사에 밀리는 약골 동생극과 극의 성격, 사연 있는 가정사로 인해 얼굴도 안보고 살던 형제는 아버지가 돌아가셨다는 소식에 3년 만에 고향 안동에서 재회한다. 상스러운 욕으로 인사를 대신하던 이들은 고향집으로 가는 길에 문화재청 직원 ‘오로라’를 차로 치게 되고,어딘가 비밀스러워 보이는 그녀는 사고로 인해 기억을 잃는다.아버지 장례식은 핑계고, 서로 다른 목적으로 고향을 찾은 형제는 그동안 몰랐던 가문의 비밀과 진실을 마주하게 되는데.과연 이들은 무사히 부친상을 마치고 각자의 목적을 달성할 수 있을까?"
1000165,탐정 홍길동: 사라진 마을,764,11483686845,1426873,2016,20160504,122,15세관람가,89.0,38223,8.24,2315,"겁 없고, 정 없고, 기억 없고, 친구 없고, 자비도 없지만 사건 해결만큼은 99%! 사람 찾는 데 하루를 넘기지 않고, 실패한 적도 없는 탐정 홍길동이20년간 찾지 못했던 단 한 사람이 있다. 그것은 바로 어머니를 죽인 원수 김병덕.오랜 노력 끝에 드디어 그를 찾아낸 순간, 그는 간발의 차로 누군가에게 납치되어 간 이후이고 그의 집엔 두 손녀, 동이와 말순만 덩그러니 남아 있다.느닷없이 껌딱지처럼 들러 붙어 할아버지 김병덕을 찾아달라는 두 자매를 데리고 사라진 김병덕의 실마리를 쫓던 중대한민국을 집어 삼키려는 거대 검은 조직 광은회의 실체를 마주하게 된 홍길동. 조용히 복수만 하고 돌아서려 했건만, 성가시게 자꾸 판이 커져만 가는데…2016년 5월, 나쁜 놈 위에서 노는 새로운 놈이 온다!"
1000166,골든슬럼버,833,11412768798,1387508,2017,20180214,109,12세관람가,80.0,28540,6.26,919,"아무도 믿지 마 그리고 반드시 살아남아착하고 성실한 택배기사 ‘건우’(강동원). 최근 모범시민으로 선정되어 유명세를 탄 그에게 고등학교 시절 친구 ‘무열’(윤계상)로부터 연락이 온다.오랜만에 재회한 반가움도 잠시, 그들 눈 앞에서 유력 대선후보가 폭탄 테러에 의해 암살당하는 사건이 벌어진다. 당황한 건우에게 무열은 이 모든 것은 계획된 것이며, 건우를 암살범으로 만들고 그 자리에서 자폭 시키는 게 조직의 계획이라는 이야기를 전한다.  겨우 현장에서 도망치지만 순식간에 암살자로 지목되어 공개 수배된 건우. CCTV, 지문, 목격자까지 완벽히 조작된 상황,무열이 남긴 명함 속 인물, 전직 요원인 ‘민씨’(김의성)를 찾은 건우는 그를 통해 사건의 실체를 조금씩 알게 된다. 살아 남기 위해, 그리고 누명을 벗기 위해 필사적으로 맞서는 건우. 하지만 자신이 도망칠수록 오랜 친구인 ‘동규’(김대명), ‘금철’(김성균), ‘선영’(한효주)마저 위험에 빠지게 되는데…"
1000167,인간중독,682,11284787400,1441964,2013,20140514,132,19세관람가(청소년관람불가),59.0,18027,6.65,1329,"베트남전이 막바지로 치달아가던 1969년, 엄격한 위계질서와 상하관계로 지배되는 군관사 안!모두의 신임을 받으며 승승장구 중인 교육대장 '김진평(송승헌)'과 남편을 장군으로 만들려는 야망을 가진 '진평'의 아내 '이숙진(조여정)'. 어느 날, '김진평'의 부하로 충성을 맹세하는 '경우진(온주완)'과 그의 아내 '종가흔(임지연)'이 이사를 온다. '진평'은 '우진'의 아내 '가흔'에게 첫 만남부터 강렬한 떨림을 느끼는데…누구에게도 말할 수 없는 비밀을 간직한 여인 '가흔'과그녀에게 걷잡을 수 없이 빠져드는 '진평'.만나지 말았어야 할 두 사람,최상류층 군관사 안, 누구도 알아서는 안 될 치명적 스캔들이 시작된다! 당신을 안 보면 숨을 쉴 수가 없어  왜 이렇게 가슴이 뛰죠?"
1000168,오케이 마담,1288,10979887910,1228685,2019,20200812,100,15세관람가,88.0,26159,,,"“즐거운 여행 되세요~!”인생 최고의 행운인 줄 알았다, 놈들이 타기 전까지..극강의 쫄깃함으로 빠른 완판을 기록하는 꽈배기 맛집 사장 '미영'은 컴퓨터 수리 전문가 '석환'의 남다른 외조로 하와이 여행에 당첨되고, 난생 처음 해외 여행을 떠나게 된다.하지만 비밀요원을 쫓는 테러리스트들도 같은 비행기에 오르고 꿈만 같았던 여행은 아수라장이 된다.난데없는 비행기 납치 사건의 유일한 해결사가 되어버린 부부.평범했던 과거는 접어두고, 숨겨왔던 내공을 펼치며 인질이 된 승객을 구하기 시작한다!휴가 끝 ;;  작전 시작 ^^구하자 비행기! 가자 하와이로!"
1000169,사랑의 하츄핑,1159,10977685042,1227490,2024,20240807,86,전체관람가,97.0,4310,,,"처음 본 순간, 한눈에 반해버렸어!설레는 운명이 시작된 우리의 첫 만남!인생의 소울메이트를 꼭 만나길 바라는 ‘로미’우연한 기회에 ‘하츄핑’을 처음 본 뒤, 운명의 인연임을 알아본다.'로미'는 ‘하츄핑’을 찾기 위해 반대를 무릅쓰고 새로운 길을 떠나지만, 마침내 만나게 된 ‘하츄핑’은 인간과의 소통을 거부하는데…"
1000170,브이아이피,996,10956621835,1373316,2016,20170824,128,19세관람가(청소년관람불가),77.0,32799,6.87,2111,국정원과 CIA의 기획으로 북에서 온 VIP 김광일(이종석)이 살인사건의 유력한 용의자로 지목된다.본능적으로 그가 범인임을 직감한 경찰 채이도(김명민)가 VIP를 뒤쫓지만 국정원 요원 박재혁(장동건)의 비호로 번번이 용의선상에서 벗어나는데..
1000171,클로젯,1197,10920792280,1264970,2020,20200205,98,15세관람가,86.0,23140,,,"벽장 문이 열리고, 아이가 사라졌다!갑작스러운 사고로 아내를 잃은 상원(하정우)과 그의 딸 이나(허율)상원은 소원해진 이나와의 관계를 회복하기 위해 새집으로 이사를 간다.상원은 이나와 가까워지기 위해 노력하지만 어긋난 사이는 좀처럼 회복되지 않는다.그러던 어느 날 이나가 새로운 친구가 생겼다며 웃기 시작한다.하지만 평온도 잠시, 이나의 방 안에 있는 벽장에서 기이한 소리들이 들려오고 이나에게 이상 증세가 나타난다.그리고 상원마저 이상한 꿈을 꾸기 시작한 지 얼마 후, 이나가 흔적도 없이 사라진다.이나의 흔적을 쫓는 상원에게 의문의 남자 경훈(김남길)이 찾아와 딸의 행방을 알고 있다며 가리킨 곳은 다름 아닌 이나의 ‘벽장’.10년간 실종된 아이들의 행방을 쫓고 있는 경훈은 믿기 힘든 이야기를 꺼내고 상원은 딸을 찾을 수 있다는 마음으로 열어서는 안 될 벽장을 향해 손을 뻗는데…"
1000172,인생은 아름다워,1285,10898590019,1171648,2019,20220928,122,12세관람가,99.0,12438,9.2,611,내 생애 가장 빛나는 선물모든 순간은 노래가 된다!무뚝뚝한 남편 ‘진봉’과 무심한 아들딸을 위해 헌신하며 살아온 ‘세연’은 어느 날 자신에게 시간이 얼마 남지 않았다는 것을 알게 된다.한치 앞도 알 수 없는 인생에 서글퍼진 ‘세연’은 마지막 생일 선물로 문득 떠오른 자신의 첫사랑을 찾아달라는 황당한 요구를 한다. 막무가내로 우기는 아내의 고집에 어쩔 수 없이 여행길에 따라나선 ‘진봉’은 아무런 단서도 없이 이름 석자만 가지고 무작정 전국 방방곡곡을 누빈다.시도 때도 없이 티격태격 다투던 두 사람은 가는 곳곳마다 자신들의 찬란했던 지난날 소중한 기억을 하나 둘 떠올리는데...과연 ‘세연’의 첫사랑은 어디에? 그들의 여행은 무사히 마칠 수 있을까?
1000173,드림,1285,10818979597,1128080,2023,20230426,125,12세관람가,87.0,13207,6.55,1532,"“국가를… 대표하시는 분들이구나…”선수 생활 사상 최악의 위기를 맞은 쏘울리스 축구 선수 홍대(박서준)계획도, 의지도 없던 홈리스 풋볼 월드컵 감독으로 재능기부에 나서게 된다각본 없는 각본(?)으로 열정리스 현실파 PD 소민(아이유)이 다큐 제작으로 합류하게 되면서 뜯어진 운동화와 슬리퍼, 늘어진 반팔 티셔츠를 필두로 운동이라고는 한 번도 해본 적 없는 특별한(!) 선수들이 국가대표로 선발된다택견인지 축구인지 헷갈리는 실력과 발보다 말이 앞서는 홈리스 선수들의 환장할 팀워크, 다큐에 대사와 상황 그리고 진정성 없는 연출을 강요하는 소민에 기가 막히는 감독 홍대하지만 포기할 틈도 없이, 월드컵 출전일은 코앞으로 다가오는데...!이들의 도전은 성공할 수 있을까?쏘울리스 감독, 열정리스 PD, 그리고 홈리스 국대부족한 것 투성인 드림팀의 생애 단 한 번의 기회!"
1000174,사라진 밤,925,10686397316,1314274,2018,20180307,101,15세관람가,91.0,26166,7.95,1207,"아내(김희애)를 살해하고 완전범죄를 계획한 남편(김강우). 몇 시간 후, 국과수 사체보관실에서 그녀의 시체가 흔적도 없이 사라진다. 그리고 남편에게 도착한 문자 한 통.   우리의 비밀을 묻은 곳에서 기다릴게    남편을 의심하기 시작한 형사(김상경)와 이 모든 것이 아내의 계획이라고 주장하는 남편. 그녀는 정말 죽은 걸까? 사라진 걸까?"
1000175,기억의 밤,751,10652346660,1387599,2017,20171129,109,15세관람가,92.0,37417,8.43,1986,모든 것은 그날 밤 시작되었다!새 집으로 이사 온 날 밤정체불명의 괴한들에게 납치된 형 유석19일 만에 돌아온 그는납치된 기간의 모든 기억을 잃었다. 누구도 믿을 수 없다! 내 기억조차도…형이 납치된 후 매일 밤환청과 환각에 시달리던 동생 진석납치 후 변해버린 형을 의심하던 그는 매일 밤 사라지는 형을 쫓던 중 충격적인 사실과 마주하게 되지만 아무도 믿어주지 않는다.두 남자의 엇갈린 기억 속 살인사건의 진실을 찾아야만 한다!
1000176,특별시민,1154,10494768945,1362634,2017,20170426,131,15세관람가,84.0,31045,7.75,2241,"사람들이 믿게 만드는 것. 그게 바로 선거야 오직 서울만 사랑하는, 발로 뛰는 서울시장 ‘변종구’(최민식)하지만 실은 어느 정치인보다도 최고 권력을 지향하며 이미지 관리에 철저한 정치 9단이다.선거 공작의 일인자인 선거대책본부장 ‘심혁수’(곽도원)를 파트너로 삼고,겁없이 선거판에 뛰어든 젊은 광고 전문가 ‘박경’(심은경)까지 새롭게 영입한 변종구는차기 대권을 노리며, 헌정 사상 최초의 3선 서울시장에 도전한다.하지만 상대 후보들의 치열한 공세에 예기치 못했던 사건들까지 일어나며변종구의 3선을 향한 선거전에 위기가 거듭되는데...선거는 전쟁, 정치는 쇼!1,029만 명의 마음을 빼앗기 위한또 한 번의 쇼가 시작된다!"
1000177,궁합,966,10478875438,1340117,2015,20180228,110,12세관람가,83.0,23777,7.49,1793,"“세상의 모든 인연에는 궁합이 있다!” 관상은 잘 보았소? 이제 궁합을 봐드리지!극심한 흉년이 지속되던 조선시대, 송화옹주(심은경)의 혼사만이 가뭄을 해소할 것이라 믿는 왕(김상경)은 대대적인 부마 간택을 실시하고, 조선 최고의 역술가 서도윤(이승기)은 부마 후보들과 송화옹주의 궁합풀이를 맡게 된다. 사나운 팔자로 소문나 과거 혼담을 거절당한 이력의 송화옹주는 얼굴도 모르는 사람을 남편으로 맞이할 수 없다고 판단하고  부마 후보들의 사주단자를 훔쳐 궐 밖으로 나가 후보들을 차례로 염탐하기 시작한다. 송화옹주가 사주단자를 훔친 궁녀라고 오해한 서도윤은 사주단자를 되찾기 위해 그녀의 여정에 함께 하게 되는데..  야심찬 능력남 윤시경(연우진), 경국지색의 절세미남 강휘(강민혁), 효심 지극한 매너남 남치호(최우식)에 대세 연하남까지! 조선의 팔자를 바꿀 최고의 합(合)을 찾아라!"
1000178,장산범,711,10332117083,1305145,2017,20170817,100,15세관람가,81.0,22169,7.42,1975,"도시를 떠나 장산으로 이사 온 희연(염정아)은 무언가에 겁을 먹고 혼자 숲 속에 숨어있는 여자애(신린아)를 만난다.희연은 소녀를 집으로 데려오지만, 남편(박혁권)은 딸 준희의 목소리를 흉내 내는 이 소녀를 수상하게 여긴다.소녀가 찾아온 뒤 하나 둘씩 실종되는 사람들사라진 시어머니(허진)와 남편…그리고 들려오는 ‘그것’의 목소리누군가 우리 가족의 목소리를 흉내 내고 있다!"
1000179,유열의 음악앨범,1078,10233455040,1245532,2019,20190828,122,12세관람가,86.0,32200,7.77,777,"오늘 기적이 일어났어요. 1994년 가수 유열이 '음악앨범' 라디오 DJ를 처음 맡던 날, 제과점에서 일하던 대학생 미수(김고은)는 우연히 찾아온 현우(정해인)를 만나 첫사랑의 감정을 느끼게 되지만 뜻하지 않은 사건으로 인해 연락이 끊기게 된다. 그때, 나는 네가 돌아오지 않을 거라고 생각했어. 그래도 기다렸는데… 다시 기적처럼 마주친 두 사람은 설렘과 애틋함 사이에서 마음을 키워 가지만 서로의 상황과 시간은 자꾸 어긋나기만 한다. 계속되는 엇갈림 속에서도 라디오 ‘유열의 음악앨범’과 함께 우연과 필연을 반복하는 두 사람… 함께 듣던 라디오처럼 그들은 서로의 주파수를 맞출 수 있을까?"
1000180,해치지않아,1216,10154099090,1209689,2018,20200115,117,12세관람가,85.0,26752,7.28,389,"“사자? 호랑이? 공룡? 다~ 됩니다!”쫄지마! 티 안나! 털 날리며, 당당하게!생계형 수습 변호사 ‘태수’에게 찾아온 일생일대의 기회, 위기의 동물원 ‘동산파크’를 구하라!‘동산파크’의 새 원장이 된 그는 손님은커녕 동물조차 없는 동물원을 살리기 위해 직원들에게 동물로 위장근무 하자는 기상천외한 제안을 한다.북극곰, 사자, 기린, 고릴라, 나무늘보로 출근한 ‘동산파크’ 5인방.묵언수행은 기본, 어깨 결림, 근육 뭉침, 뒷목까지 뻐근한 그들의 털 날리는 고군분투가 계속되는 가운데, 목이 타던 ‘태수’는 북극곰의 신분을 망각하고 관람객 앞에서 콜라 한 모금을 마시게 되는데…이런 동물원 처음 봐?선을 넘은 녀석들의 과감한 도전이 시작된다!"
1000181,"힘을 내요, 미스터 리",990,9887863906,1176076,2018,20190911,111,12세관람가,92.0,22017,8.36,579,"가던 길도 멈추게 하는 심쿵 비주얼의 대복칼국수 반전미남 ‘철수’(차승원)완벽한 외모와 달리 아이보다 더 아이 같은 그의 앞에 어느 날 어른보다 더 어른 같은 딸 ‘샛별’(엄채영)이 나타난다.오늘 처음 봤는데… 내 딸이라고???누구냐 넌?!올 추석, 마른하늘에 ‘딸’벼락 맞은 철수의 좌충우돌 코미디가 시작된다!"
1000182,특별수사: 사형수의 편지,691,9792082065,1225142,2015,20160616,120,15세관람가,93.0,25717,8.55,1762,"“빤스까지 싹 벗겨줄게”영업철칙에 벗어난 사건 의뢰가 들어왔다! 한때는 모범 경찰, 지금은 잘 나가는 브로커 ‘필재’(김명민).끊이지 않는 사건 수임으로 ‘신이 내린 브로커’로 불리는 그에게 어느 날, 사형수로부터 의문의 편지 한 통이 도착한다.“대해제철 며느리 죽인 놈이네. 이런 사건은 근처에도 가면 안돼” 세간을 뒤흔든 인천의 재벌 ‘대해제철 며느리 살인사건’의 범인 ‘순태’(김상호)는 자신의 억울함을 주장하고, ‘고객이 왕’, 받은 만큼 움직이는 브로커 ‘필재’는 점점 커지는 사건의 배후가 있음을 직감한다.“무덤까지 간 사건, 명민하게 파헤쳐주마”파헤칠수록 점점 더 드러나는 거대 배후세력의 실체 돈 따라 움직이던 그가 돈 한 푼 없이 움직인다!경찰도 검찰도 재벌도 두 손 두 발 다 든 브로커 ‘필재’의 특.별.수.사가 시작된다!"
1000183,생일,862,9786575840,1186283,2018,20190403,120,전체관람가,96.0,20812,,,"2014년 4월 이후... 남겨진 우리들의 이야기 세상을 먼저 떠난 아들 ‘수호’ 에 대한 그리움을 안고 살아가는 '정일'과 '순남'의 가족.어김없이 올해도 아들의 생일이 돌아오고, 가족들의 그리움은 더욱 커져만 간다.수호가 없는 수호의 생일.가족과 친구들은 함께 모여 서로가 간직했던 특별한 기억을 선물하기로 하는데.. 1년에 단 하루. 널 위해, 우리 모두가 다시 만나는 날. 영원히 널 잊지 않을게."
1000184,비공식작전,1151,9781885404,1015453,2022,20230802,132,12세관람가,95.0,15966,7.74,1183,"“비공식적으로? 알아서 해라? 여기는 하루하루가 지뢰밭이에요”1987년, 5년째 중동과를 벗어나지 못하고 있는 외교관 ‘민준’(하정우). 어느 날 수화기 너머로 20개월 전 레바논에서 실종된 외교관의 암호 메시지가 들려온다. 성공하면 미국 발령이라는 희망찬 포부에 가득 찬 그는 비공식적으로 동료를 구출하는 임무에 자원해 레바논으로 향한다. 공항 도착 직후, 몸값을 노리는 공항 경비대의 총알 세례를 피해 우연히 한국인 택시기사 ‘판수’(주지훈)의 차를 타게 된 ‘민준’. 갱단까지 돈을 노리고 그를 쫓는 지뢰밭 같은 상황 속, 기댈 곳은 유일한 한국인인 ‘판수’ 뿐이다. 그런데 돈만 주면 뭐든 하는 수상쩍은 이 인간, 과연 함께 동료를 구할 수 있을까?"
1000185,악녀,685,9730720144,1206917,2017,20170608,129,19세관람가(청소년관람불가),85.0,30873,7.82,1639,"어린 시절부터 킬러로 길러진 숙희.그녀는 국가 비밀조직에 스카우트되어 새로운 삶을 살 기회를 얻는다.“10년만 일해주면 넌 자유야.하지만 가짜처럼 보이는 순간, 그땐 우리가 널 제거한다”살기 위해 죽여야만 하는 킬러 숙희 앞에진실을 숨긴 의문의 두 남자가 등장하고,자신을 둘러싼 엄청난 비밀에 마주하게 되면서 운명에 맞서기 시작하는데... 보여줄게, 내가 어떻게 만들어졌는지 2017년, 액션의 신세계가 펼쳐진다!"
1000186,시간이탈자,733,9729882195,1202058,2015,20160413,102,15세관람가,85.0,25492,,,"1983년 1월 1일, 고등학교 교사 지환(조정석)은 같은 학교 동료이자 연인인 윤정(임수정)에게 청혼을 하던 중 강도를 만나 칼에 찔려 의식을 잃는다. 2015년 1월 1일, 강력계 형사 건우(이진욱) 역시 뒤쫓던 범인의 총에 맞아 쓰러진다. 30여년의 간격을 두고 같은 날, 같은 시간, 같은 병원으로 실려간 지환과 건우는 생사를 오가는 상황에서 가까스로 살아나게 되고, 그 날 이후 두 사람은 꿈을 통해 서로의 일상을 보기 시작한다.두 남자는 처음엔 믿지 않았지만, 서로가 다른 시간대에 실제 존재하는 사람이라는 것을 알게 된다. 건우는 꿈 속에서 본 지환의 약혼녀 윤정과 놀랍도록 닮은 소은(임수정)을 만나게 되면서 운명처럼 그녀에게 마음이 끌린다. 어느 날, 건우는 1980년대 미제 살인사건을 조사하던 중, 윤정이 30년 전에 살해 당했다는 기록을 발견하고, 사건을 파헤치기 시작한다. 지환 역시 건우를 통해 약혼녀 윤정이 곧 죽을 운명에 처해있다는 사실을 알게 된다. 두 남자는 윤정의 예정된 죽음을 막기 위해 시간을 뛰어넘는 추적을 함께 시작하는데...“사랑해. 내가 꼭 지켜줄게”서로 다른 시대, 하나의 살인사건 사랑하는 그녀를 구하기 위한 두 남자의 간절한 사투가 시작된다!"
1000187,바람 바람 바람,985,9702206675,1183959,2017,20180405,100,19세관람가(청소년관람불가),86.0,22059,6.65,1382,"왜 사랑을 해도, 결혼을 해도 외로운 거죠?  끝도 없이 사랑 받고 싶은 철부지 어른들이 온다!   20년 경력을 자랑하는 ‘바람’의 전설 '석근'(이성민)은 SNS와 사랑에 빠진 여동생 '미영'(송지효)의 남편 '봉수'(신하균)를 ‘바람’의 세계로 인도한다. 하지만 세 사람 앞에 나타난 치명적인 매력의 소유자 '제니'(이엘)의 등장으로  네 사람의 인생은 걷잡을 수 없이 꼬여만 가고...   갈수록 환장, 들키면 끝장 뭘해도 외로운 어른들을 위한 코미디가 온다!"
1000188,퍼펙트맨,894,9604139750,1144894,2018,20191002,117,15세관람가,94.0,20504,8.5,452,"“이렇게 살다 죽으면 12억, 사고로 죽으면 27억내 일 도와주면 사망보험금 니 앞으로 해줄게”퍼펙트한 인생을 위해 한탕을 꿈꾸는 건달 ‘영기’(조진웅).조직 보스의 돈 7억을 빼돌려 주식에 투자하지만, 사기꾼에게 속아 주식은 휴지조각이 되고 만다. 목숨을 부지하기 위해 어떻게든 7억을 구해야 하는 ‘영기’ 앞에 까칠한 로펌 대표 ‘장수’(설경구)가 나타난다. 두 달 시한부의 ‘장수’는 자신이 해야 할 일들을 대신해주는 조건으로 영기에게 자신의 사망보험금을 내건 빅딜을 제안하는데…돈 쫌 있는 남자와 폼 쫌 잡는 남자완벽하게 다른 두 남자의 인생 최고 반전이 시작된다!"
1000189,1947 보스톤,1282,9464438798,1026929,2023,20230927,108,12세관람가,95.0,14537,7.72,1199,"“나라가 독립을 했으면 당연히 우리 기록도 독립이 되어야지!”1936년 베를린 올림픽, 세계 신기록을 세운 마라톤 금메달리스트 ‘손기정’.기미가요가 울려 퍼지는 시상대에서 화분으로 가슴에 단 일장기를 가렸던 그는 하루아침에 민족의 영웅으로 떠올랐지만일제의 탄압으로 더 이상 마라톤을 할 수 없게 된다.광복 이후 1947년 서울, 제2의 손기정으로 촉망받는 ‘서윤복’에게 ‘손기정’이 나타나고 밑도 끝도 없이 ‘보스톤 마라톤 대회’에 나가자는 제안을 건넨다.일본에 귀속된 베를린 올림픽의 영광을 되찾기 위해 처음으로 태극마크를 가슴에 새기고 달려 보자는 것!운동화 한 켤레 살 돈도 없던 대한의 마라토너들은 미국 보스톤으로 잊을 수 없는 여정을 시작하는데…"
1000190,챔피언,874,9441064230,1125319,2018,20180501,108,12세관람가,99.0,99,5.75,8,"미국 로스엔젤레스, 한 때 팔씨름 세계 챔피언을 꿈꿨지만 지금은 클럽에서 일하는 ‘마크’(마동석)는 자칭 최고의 스포츠 에이전트 ‘진기’(권율)의 설득에 한국으로 돌아온다.    “나한테는 팔씨름 밖에 없었어… 나 믿어!”  멈췄던 팔뚝이 다시 뛰기 시작한 ‘마크’. '진기'에게서 귀국 선물(?)로 받은 오래 전 헤어진 엄마 주소를 찾아가지만 그곳엔 엄마 대신 본 적 없는 여동생 ‘수진’(한예리)과 두 아이 ‘쭌쭌남매’가 떡하니 살고 있는데… 잡는 순간 모두 넘긴다! 챔피언을 향한 어메이징 뒤집기 한 판이 시작된다!"
1000191,"당신, 거기 있어줄래요",767,9361133648,1168625,2016,20161214,110,12세관람가,94.0,25992,8.8,2862,"인생을 뒤바꾼 기적 같은 10번의 기회“넌 30년 전의 나고, 난 30년 후의 너야”2015년 현재“간절히 바라는 소원이 있습니까?”현재의 수현(김윤석)은 의료 봉사 활동 중 한 소녀의 생명을 구하고소녀의 할아버지로부터 신비로운 10개의 알약을 답례로 받는다.호기심에 알약을 삼킨 수현은 순간 잠에 빠져들고다시 눈을 떴을 때, 30년 전 과거의 자신과 마주하게 된다.1985년 과거“분명 모르는 사람인데... 이상하게 낯이 익었어”오래된 연인 연아(채서진)와 행복한 나날을 보내던 과거의 수현(변요한)은우연히 길에 쓰러진 남자를 돕게 된다.남자는 본인이 30년 후의 수현이라 주장하고황당해하던 과거의 수현은 그가 내미는 증거들을 보고 점차 혼란에 빠진다.“과거는 되돌릴 수 없어. 지금 이 순간 역시, 되돌릴 수 없는 시간이고.”“당신에겐 과거지만 나한테 미래에요. 그 미랜 내가 정하는 거고!”사랑했던 연아를 꼭 한 번 보고 싶었다는 현재 수현의 말에과거 수현은 알 수 없는 불안감을 느끼고이어 믿기 힘든 미래에 대해 알게 되는데…그 때로 돌아간다면… 지금의 내 인생도 바뀔 수 있을까요?"
1000192,댓글부대,1228,9240359711,972991,2024,20240327,109,15세관람가,83.0,12325,7.54,813,"실력 있지만 허세 가득한 사회부 기자 ‘임상진’대기업 ‘만전’의 비리를 취재하지만 오보로 판명되며 정직당한다.그러던 어느 날, 온라인 여론을 조작했다는 의문의 제보자가 찾아오는데…“기자님 기사 오보 아니었어요. 다 저희들이 만든 수법이에요”"
1000193,롱 리브 더 킹: 목포 영웅,965,9218262910,1092738,2019,20190619,118,15세관람가,93.0,22295,,,"거대 조직의 보스로 거침 없이 살고 있는 ‘장세출’은 철거 용역으로 나간 재건설 반대 시위 현장에서 만난 강단 있는 변호사 ‘강소현’의 일침으로 그녀가 원하는 ‘좋은 사람’이 되기로 마음 먹는다. 좋은 세상이 뭣이요?나 장세출, 한 번 맘 먹으면 지구 끝까지 가는 그런 인간이요 모든 것을 내려놓고 새사람이 되기 위해 노력하던 ‘장세출’은 우연히 버스추락 사고에서 온 몸으로 시민을 구하며 일약 목포 영웅으로 떠오르게 되고, 예기치 못한 사건으로 국회의원에 출마하게 된다. 발로 뛰며 점점 시민의 마음을 움직인 ‘장세출’의 입지가 높아지자, 목포에서 3선을 노리던 반대파 후보 ‘최만수’는 ‘장세출’을 눈엣가시로 여기고 그를 저지하기 위해 ‘장세출’의 라이벌 조직 보스 ‘조광춘’과 손을 잡고 음모를 계획하는데…. 장세출, 주먹판보다 더한 선거판에 뛰어들다!세상을 바꾸기 위한 물러 설 수 없는 통쾌한 역전극이 펼쳐진다!"
1000194,발신제한,1010,9085720540,952386,2021,20210623,94,15세관람가,88.0,15878,7.54,450,"평범한 출근길, 의문의 발신번호 표시제한 전화 한 통,“지금 당신의 의자 밑에는 폭탄이 설치되어 있습니다”은행센터장 성규(조우진)는 아이들을 차에 태우고 출발한 평범한 출근길에 한 통의 발신번호 표시제한 전화를 받는다.전화기 너머 의문의 목소리는 차에 폭탄이 설치되어 있고, 자리에서 일어날 경우 폭탄이 터진다고 경고하는데…의문의 전화를 보이스피싱이라고 대수롭지 않게 여기던 성규는 곧 회사 동료의 차가 같은 방식으로 폭파되는 것을 바로 눈앞에서 목격하고, 졸지에 부산 도심 테러의 용의자가 되어 경찰의 추격을 받게 된다.내리면 폭탄이 터지는 절체절명의 순간, 경찰의 추격 속 의문의 발신자와의 전화마저 끊을 수 없는 상황에 놓이게 되는데…!"
1000195,하루,781,9068009842,1129018,2017,20170615,90,15세관람가,87.0,29879,7.72,861,"전쟁의 성자라 불리는 의사 ‘준영’(김명민)은 딸의 생일 날 약속 장소로 향하던 중, 대형 교통 사고 현장에서 죽어있는 딸 ‘은정’(조은형)을 발견한다. 충격도 잠시, 다시 눈을 떴을 때 그는 딸의 사고 2시간 전으로 돌아가 있다. 어떻게 해서든 그 날의 사고를 막으려 하지만 결과는 바뀌지 않고 매일 딸이 죽는 지옥 같은 하루를 반복하던 어느 날, ‘준영’ 앞에 그처럼 사고로 아내를 잃은 그 날을 반복하고 있다는 남자 ‘민철’(변요한)이 나타난다. “당신 뭐야? 다 똑같은데 왜 당신만 달라?”이유도 모른 채 끔찍한 사고의 시간 속에 갇힌 두 사람은 힘을 합쳐 하루의 끝을 바꾸기로 하지만 어떻게 해도 죽음은 막지 못한다. 사랑하는 이의 죽음을 매일 눈 앞에서 지켜볼 수 밖에 없어 절망하는 두 사람 앞에 자신이 ‘준영’의 딸을 죽인 범인이라고 말하는 의문의 남자가 나타난다. ‘준영’과 ‘민철’은 이 사고가 단순한 사고가 아니라 다른 비밀이 숨겨져 있음을 깨닫는데…… 살려야 한다! 하루를 바꿔서라도!두 남자의 처절한 사투가 시작된다."
