movie_code,movie_name,distributor,screen_national,sales_national,audience_national,production_year,release_date,director,actor,production_company,genre,length,age_restriction,sales_01,audience_01,screen_01,sales_02,audience_02,screen_02,sales_03,audience_03,screen_03,sales_04,audience_04,screen_04,sales_05,audience_05,screen_05,sales_06,audience_06,screen_06,sales_07,audience_07,screen_07,sales_08,audience_08,screen_08,sales_09,audience_09,screen_09,sales_10,audience_10,screen_10,rate_cgv,comment_cgv,rate_naver,comment_naver,synopsis
1000324,감쪽같은 그녀,메가박스중앙(주) 플러스엠 엔터테인먼트,761,"3,377,895,790","436,257",2019,20191204,허인무,나문희 | 김수안 | 고규필 | 임한빈 | 강보경 | 김종한,㈜지오필름,"코메디,드라마",104,전체관람가,"257,508,580","35,839","2,857","257,037,760","35,282","2,514","312,052,540","39,589","2,487","508,474,590","61,346","2,155","473,800,880","56,296","2,075","196,232,980","26,095","2,244","222,142,540","29,939","2,219","149,835,040","21,001","1,148","134,336,660","18,819","1,049","151,928,320","19,500","1,082",92.0%,"6,736",8.86,202,"“초면에 실례하겠습니다~”72살 나 홀로 라이프를 즐기는 ‘말순’ 할매의 인생에 듣도 보도 못한 손녀(?)가 나타났다! 특기는 자수, 용돈 벌이는 그림 맞추기(?)동네를 주름잡으며 나 혼자 잘살고 있던 ‘말순’ 할매 앞에 다짜고짜 자신을 손녀라고 소개하는 열두 살 ‘공주’가 갓난 동생 ‘진주’까지 업고 찾아온다. “혼자 살다가 애들 손 타니까 죽겠네~” 외모, 성격, 취향까지 모든 것이 극과 극인 ‘말순’과 ‘공주’는 티격태격 하루도 조용할 날 없이 지내지만, 필요한 순간엔 든든한 내 편이 되어주며 서로에게 특별한 존재가 되어간다.하지만 ‘말순’은 시간이 갈수록 ‘공주’와의 동거생활이 아득하고 깜깜하게만 느껴지는데… 2019년 마지막 웃음과 감동을 선사할 ‘감쪽같은’ 그녀가 온다!"
1000325,"협녀, 칼의 기억",롯데쇼핑㈜롯데엔터테인먼트,572,"3,360,045,489","431,310",2013,20150813,박흥식,이병헌 | 전도연 | 김고은 | 준호 | 이경영 | 강풍,"㈜티피에스 컴퍼니,㈜담양메타영상테마파크,(사)광주영상위원회,대전영상위원회","시대극/사극,액션,무협",121,15세관람가,"593,991,700","79,801","2,679","771,566,398","96,717","2,410","709,127,791","88,403","1,893","497,455,300","61,997","1,708","160,671,700","21,598","1,744","142,645,800","19,308","1,645","151,158,800","20,123","1,575","38,038,000","5,181",367,"36,956,500","4,709",364,"44,903,000","5,632",282,51.0%,"8,198",6.02,449,"민란이 끊이지 않던 고려 무신시대, 풍진삼협이라 불리며 상주 민란을 주도한 세 명의 검객, 존걸ㆍ설랑ㆍ덕기. 이들의 대의가 실현되는 순간, 덕기의 배신은 대사형 존걸을 죽음으로 몰고, 설랑은 덕기의 회유를 뿌리친 채 존걸의 검과 그의 딸 홍이를 데리고 사라진다.  너는, 아니 너와 나는 홍이 손에 죽는다.  라는 살인예고를 남긴 채. 18년 후, 벽란포구에 장님 월소(설랑)가 두 아이와 함께 찻집을 열게 된다. 월소는 복수를 다짐하며 홍이에게 검을 가르치나 어릴 적 아명을 버리고 설희라는 이름으로 살아가는 홍이는 아버지의 죽음보다 세상사에 관심이 더 많다. 그러던 어느 날, 벽란도 저잣거리에 무인집정 송유백(덕기)이 개최하는 무술대회가 열리고, 설희는 월소의 명을 어긴 채 무술대회에 뛰어든다. 그리고 그곳에서 승승장구하던 율을 만나 겨루게 된다. 덕기라는 과거의 이름을 버리고 최고 권력자의 자리에 오른 송유백은 설희의 초식에서 과거 동지이자 연인이었던 설랑을 읽어낸다. 설희를 잡으라 명하는 유백. 관군들의 추격 속에 대회장을 엉망으로 만든 채 사라진 설희. 그날 밤, 설희는 월소를 통해 아버지 존걸의 죽음에 얽힌 충격적인 비밀을 듣게 된다.  두 명의 원수가 있다고 했다. 하나는 오늘 처음으로 너를 보았고, 다른 하나는 오랫동안 너를 보아왔다. 오늘 대회를 연 유백이 그 하나고, 다른 하나는 바로 나 설랑이다.  절망 속에 길을 떠나는 설희. 설희의 복수를 향한 긴 여정이 시작된다."
1000326,리얼,(주)씨제이이엔엠,970,"3,357,312,530","470,105",2017,20170628,이사랑,김수현 | 이성민 | 성동일 | 최진리 | 뿔테 | 류길수,리얼문화산업전문 유한회사,"액션,느와르",138,19세관람가(청소년관람불가),"887,028,600","146,965",,"419,672,400","57,733",,"379,787,874","46,591",,"550,755,256","67,807",,"428,498,400","50,734",,"159,148,000","21,996",,"144,161,600","20,030",,"67,192,100","10,820",,"41,591,700","5,955",,"42,265,000","5,625",,38.0%,"13,303",4.45,649,"아시아 최대 규모의 카지노를 둘러싼 거대한 음모와 전쟁 나와 똑같이 생긴 놈이 나타났다 카지노 ‘시에스타’ 오픈을 앞둔 조직의 보스 장태영(김수현) 앞에 암흑가 대부 조원근(성동일)이 카지노의 소유권을 주장하며 나타난다. 조원근의 개입으로 카지노를 빼앗길 위기에 처한 장태영은 자금 문제를 해결하기 위해 투자자를 찾아 나선다. 어느 날, 이름뿐만 아니라 생김새마저 똑같은 의문의 투자자(김수현)가 나타나 자금은 물론 조원근까지 해결해주겠다는 제안을 한다. 의문의 투자자의 등장으로 조원근과 카지노를 차지하기 위한 전쟁이 시작되고 이들을 둘러 싼 거대한 비밀과 음모의 정체가 서서히 드러난다.오직 진짜만이 모든 것을 갖는다!"
1000327,오피스,(주)리틀빅픽쳐스,425,"3,354,086,230","428,429",2014,20150903,홍원찬,고아성 | 박성웅 | 김의성 | 류현경 | 이채은,"(주)영화사 꽃,(유)오피스문화산업전문회사","스릴러,미스터리",109,15세관람가,"353,043,000","46,567","1,842","393,379,193","49,454","1,882","680,604,856","84,900","1,854","588,195,700","73,136","1,792","184,211,000","24,309","1,737","165,205,000","21,851","1,723","174,083,000","23,911","1,684","81,321,500","10,794",959,"136,722,502","17,423","1,008","248,316,879","31,448",956,63.0%,"7,871",7.07,458,"가족을 살해하고 그가 돌아온 이 곳… 그들에게 알 수 없는 불안감이 엄습해온다! 어느 날 한 가족의 가장이자 착실한 회사원인 김병국 과장이 일가족을 살해하고 사라졌다. 이에 형사 종훈은 그의 회사 동료들을 상대로 수사를 시작하지만 모두들 말을 아끼고, 특히 김과장과 사이가 좋았다는 이미례 인턴은 무언가를 숨기고 있는 눈치다. 게다가 종훈은 김과장이 사건 직후 회사에 들어온 CCTV 화면을 확보하지만, 그가 회사를 떠난 화면은 어디에도 없어 사건은 미궁으로 빠진다. 한편, 김과장이 아직 잡히지 않았다는 사실에 동료들은 불안에 떠는 가운데, 이들에게 의문의 사건들이 계속 일어나는데…"
1000328,반드시 잡는다,(주)넥스트엔터테인먼트월드(NEW),565,"3,324,033,772","446,379",2017,20171129,김홍선,백윤식 | 성동일 | 천호진 | 배종옥 | 조달환 | 허철,"㈜에이디사공육,씨네주(유)","스릴러,범죄",110,15세관람가,"355,845,700","59,907","2,591","264,702,100","37,426","2,489","304,962,845","38,542","2,452","544,461,227","66,161","2,318","556,699,700","67,170","2,244","184,480,400","25,360","2,177","191,345,900","26,474","2,148","162,301,900","22,731","2,104","93,068,200","13,530",932,"105,628,000","14,679",908,89.0%,"12,736",8.12,582,"오늘 또 한 명이 죽었다! 30년 전 해결되지 못한 장기 미제사건과 동일한 수법으로 또 다시 살인이 시작된다.동네를 꿰뚫고 있는 터줏대감 ‘심덕수(백윤식)’는 사건을 잘 아는 전직 형사 ‘박평달(성동일)’과 의기투합해 범인을 잡으려 하는데…11월 29일, 발보다 빠른 촉과 감으로 반드시 놈을 잡아라!"
1000329,원라인,(주)넥스트엔터테인먼트월드(NEW),613,"3,310,122,433","433,825",2016,20170329,양경모,임시완 | 진구 | 박병은 | 이동휘 | 김선영 | 이승불,"(주)미인픽쳐스,(주)곽픽쳐스","드라마,범죄",132,15세관람가,"305,148,800","53,333","2,376","222,913,700","30,533","2,309","336,022,913","41,698","2,228","707,181,120","86,002","1,908","572,810,800","69,577","1,838","181,142,200","24,601","1,877","159,543,600","21,754","1,863","103,658,400","14,339","1,068","73,909,200","10,056",736,"93,173,200","11,864",729,93.0%,"11,245",8.67,917,"은행 돈, 필요하세요?우리 대본대로 하면 돈 나옵니다!평범했던 대학생 ‘민재’는 모든 걸 속여 은행 돈을 빼내는,일명 ‘작업 대출’계 전설의 베테랑 ‘장 과장’을 만나 업계의 샛별로 거듭난다.환상의 케미를 자랑하며 돈이란 돈은 모두 쓸어 담던 5인의 신종 범죄 사기단!그러나, 결코 서로를 믿을 수 없는 사기꾼들은 서서히 다른 속내를 드러내는데…진짜 사기꾼들의 짜릿한 세계!신종 범죄 사기극이 펼쳐진다!"
1000330,뽀로로 극장판 컴퓨터 왕국 대모험,(주)넥스트엔터테인먼트월드(NEW),544,"3,290,582,700","445,014",2015,20151210,박영균,이선 | 이미자 | 함수정 | 홍소영 | 정미숙,㈜오콘,"아동,어드벤처",60,전체관람가,"72,168,900","10,545",611,"83,377,500","11,756",646,"505,760,600","67,186","1,327","533,624,300","70,207","1,377","49,744,500","6,914",665,"63,605,300","9,377",719,"49,984,400","7,678",468,"40,714,900","6,311",348,"52,896,300","7,839",396,"308,345,200","40,815",840,93.0%,"2,886",8.82,"2,264","One day , Pororo and Crong enter a video game  Golden wing adventure  In the cyber space , Pororo and Crong met 'Prince ChiChi  and agreed to find Golden wing to save Princess On the other hand, Pororo's friends were captured by SPIDER KING   Will Pororo save the Princess and his friends and escape from Cyber space ?"
1000331,넛잡: 땅콩 도둑들,(주)싸이더스,382,"3,280,608,100","478,392",2014,20140129,피터 레페니오티스,캐서린 | 브랜든 | 리암 | 스테판,"툰박스 엔터테인먼트,㈜레드로버",드라마,86,전체관람가,"171,843,500","26,870",895,"407,373,500","57,727","1,005","325,220,000","43,845",935,"621,694,500","87,402",949,"601,800,500","86,088",916,"78,572,000","11,737",712,"42,487,500","6,528",601,"45,264,000","7,569",595,"41,745,500","6,947",472,"51,957,000","8,351",494,88.0%,"2,396",7.33,394,"도심 속 공원의 말썽쟁이 다람쥐 설리!  그만 나타나면 모든 일이 엉망이 되는 바람에 공원에 사는 동물들은 항상 걱정투성이다.  아니나 다를까, 공원에 사는 모든 동물들의 겨울나기 식량창고인 떡갈나무를 홀랑 태워먹는 설리.  제대로 된 재판도 없이 통솔자 라쿤의 주도 아래 공원식구들의 만장일치로 설리는 결국 공원에서 추방을 당하고,  그의 곁엔 마음 착한 생쥐 친구 버디만 남는다.    주린 배를 채우기 위해 식량을 찾아 떠나는 설리와 버디.  평온했던 공원과는 달리 텃세 심한 도심에는 여기저기 위험이 도사리고 있는데…  온갖 우여곡절 끝에 절망만이 남았다고 생각하던 바로 그 순간,  기적처럼 설리와 버디 앞에 짠~하고 나타난 땅콩가게! 보기만 해도 맛깔스런 땅콩이 수북수북!  설리와 버디는 땅콩가게를 털기로 결심한다.    한편, 먹을 거리가 없어진 공원식구들을 위해  라쿤은 여장부 앤디와 호기로운 그레이슨에게 식량을 구해올 것을 지시한다.  사명감을 가지고 도심으로 나선 그들이 도착한 곳은  다름 아닌 설리와 버디가 잠입한 바로 그 땅콩가게인데!?    그.러.나! 그 땅콩가게에는 숨겨진 비밀이 있으니…  그곳은 바로 은행털이 강도범들의 위장 은신처였던 것!  설리 버디 vs 앤디 그레이슨이 땅콩을 놓고 아웅다웅 하는 사이,  더 큰 위험이 그들에게 다가오는데!    설리와 친구들이 땅콩을 훔치기 위해 펼치는 좌충우돌 고군분투 스토리!  과연 그들은 땅콩을 차지해 올 겨울을 따뜻하게 보낼 수 있을까?"
1000332,무뢰한,CGV아트하우스,482,"3,262,087,431","414,626",2014,20150527,오승욱,전도연 | 김남길 | 박성웅 | 곽도원 | 김민재 | 송기오,㈜사나이픽처스,"액션,멜로/로맨스",118,19세관람가(청소년관람불가),"331,691,500","50,014","2,281","269,502,300","36,257","2,292","341,599,060","41,949","2,320","620,285,071","74,544","2,099","510,315,200","61,237","2,020","180,512,400","24,245","2,008","159,564,800","21,359","1,931","99,761,100","13,261","1,328","62,848,800","8,358",798,"77,977,100","9,364",802,68.0%,"11,630",7.33,453,"형사, 살인자의 여자를 만나다. 범인을 잡기 위해선 어떤 수단이든 다 쓸 수 있는 형사 정재곤(김남길 扮). 그는 사람을 죽이고 잠적한 박준길(박성웅 扮)을 쫓고 있다. 그를 잡을 수 있는 유일한 실마리는 박준길의 애인인 김혜경(전도연 扮). 재곤은 정체를 숨긴 채 혜경이 일하고 있는 단란주점 마카오의 영업상무로 들어간다. 하지만, 재곤은 준길을 잡기 위해 혜경 곁에 머무는 사이 퇴폐적이고 강해 보이는 술집 여자의 외면 뒤에 자리한 혜경의 외로움과 눈물, 순수함을 느낀다. 오직 범인을 잡는다는 목표에 중독되어 있었던 그는 자기 감정의 정체도 모른 채 마음이 흔들린다. 그리고 언제 연락이 올 지도 모르는 준길을 기다리던 혜경은, 자기 옆에 있어주는 그에게 마음을 열기 시작한다."
1000333,좋은 친구들,(주)씨제이이엔엠,371,"3,201,527,031","404,456",2014,20140710,이도윤,주지훈 | 지성 | 이광수 | 이휘향 | 기국서 | 이승불,"오퍼스 픽쳐스,초이스컷 픽쳐스","드라마,범죄",114,19세관람가(청소년관람불가),"290,070,400","38,128","1,784","319,473,447","39,276","1,752","465,890,863","56,050","1,595","448,807,700","53,619","1,488","198,008,400","26,196","1,576","198,808,300","26,420","1,561","134,199,900","17,921","1,002","121,745,300","16,263",902,"138,443,300","17,261",908,"198,188,600","24,282",713,0.0%,54,7.51,309,"우리 어쩌다 여기까지 온 걸까 의리와 의심 끝에 선 세 남자걷잡을 수 없이 뒤틀려버린 친구들의 이야기세상에 둘도 없는 우정을 나눈 세 남자 현태, 인철, 민수거액의 현금이 사라진 강도화재사건으로현태의 가족이 죽고 사건은 미궁에 빠진다.수사 과정도 경찰도 의심스러운 현태는 사건을 집요하게 파헤치기 시작하고인철과 민수에게 도움을 청한다.그러나, 그가 유일하게 믿었던 친구들 마저 의심스러워 지는데……"
1000334,탄생,"씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트",670,"3,188,993,816","356,177",2022,20221130,박흥식,윤시윤 | 안성기 | 윤경호 | 이문식 | 이호원 | 이옥희,민영화사,"드라마,어드벤처,종교",151,12세관람가,"171,065,477","22,317","1,353","111,411,660","13,127","1,252","131,599,480","15,423","1,284","243,916,749","26,478","1,370","308,694,093","33,661","1,368","105,135,876","11,961","1,204","103,564,950","12,006","1,210","123,454,389","13,839","1,063","102,017,906","11,582","1,078","117,364,396","12,773","1,158",90.0%,"6,294",8.13,308,"1845년, 조선 근대의 문을 열다!새로운 세상을 꿈꾼 청년 김대건의 위대한 모험호기심 많고 말보다 행동이 앞서는 청년 김대건.조선 최초의 신부가 되라는 운명을 기꺼이 받아들이고, 신학생 동기 최양업, 최방제와 함께 마카오 유학길에 나선다.나라 안팎으로 외세의 침략이 계속되고 아편전쟁이 끝나지 않은 시기, 김대건은 바다와 육지를 종횡무진 누비며 마침내 조선 근대의 길을 열어젖힌다!"
1000335,강릉,"주식회사 로아앤코홀딩스,(주)아센디오,(주)제이앤씨미디어그룹",761,"3,175,724,270","306,809",2021,20211110,윤영빈,유오성 | 장혁 | 박성근 | 오대환 | 김준배 | 장덕진,㈜아센디오,"범죄,액션",119,19세관람가(청소년관람불가),"325,912,000","32,857","2,478","248,930,480","24,836","2,373","289,941,210","27,411","2,471","532,982,550","49,565","2,641","523,981,010","48,711","2,543","181,123,360","18,032","2,542","167,565,770","16,841","2,530","95,466,150","9,533","1,444","90,169,020","9,116","1,325","101,999,120","9,727","1,415",73.0%,"5,606",6.62,289,"강릉 최대 조직의 ‘길석’평화와 의리를 중요시하며 질서 있게 살아가던 그의 앞에 강릉 최대 리조트 소유권을 노린 남자 ‘민석’이 나타난다첫 만남부터 서늘한 분위기가 감도는 둘,‘민석’이 자신의 목표를 위해 본격적으로 움직이기 시작하면서 두 조직 사이에는 겉잡을 수 없는 전쟁이 시작되는데..거친 운명 앞에 놓인 두 남자11월, 그들의 이야기가 시작된다"
1000336,극장판 공룡메카드: 타이니소어의 섬,(주)넥스트엔터테인먼트월드(NEW),763,"3,140,214,420","410,131",2018,20190110,최신규 | 유재운,김서영 | 서유리 | 엄상현 | 정선혜 | 안현서,㈜초이락컨텐츠팩토리,"어드벤처,아동",70,전체관람가,"405,005,750","57,616","1,581","233,759,680","30,253","1,657","872,894,780","110,957","2,189","710,820,230","89,477","2,160","80,676,800","11,348","1,313","76,513,300","11,066","1,210","52,263,100","7,576",648,"37,443,550","5,491",464,"38,342,050","5,115",437,"197,009,840","24,858",586,97.0%,"3,236",9.17,"1,630","타이니소어로 가득한 환상의 섬에서 펼쳐지는 뜨거운 우정 이야기가 시작된다!머나먼 옛날, 소행성 충돌로 인해 지구의 공룡들이 모두 사라지고사람들에게 알려지지 않은 어느 작은 섬에서 공룡들은 아주 작은 모습의 타이니소어로 탄생한다. 씩씩한 트리케라, 장난꾸러기 티라노, 잠꾸러기 스테고 등 타이니소어 친구들이 도토리 축구를 하며 즐거운 나날을 보내고 있던 중, 수상한 악당들이 나타나 평화로운 ‘타이니소어의 섬’을 위협하기 시작하는데… 타이니소어들을 노리는 수상한 눈빛의 정체는? 과연 이들은 위기에 처한 지상 낙원 ‘타이니소어의 섬’을 지켜낼 수 있을까?"
1000337,넛잡 2,롯데쇼핑㈜롯데엔터테인먼트,526,"3,038,945,100","407,727",2017,20171003,캘런 브렁커,캐서린 | 성룡 | 이사벨라 | 마야,"(주)레드로버,툰박스 엔터테인먼트,상해홍만과학기술유한공사","어드벤처,코메디,가족",91,전체관람가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0%,"3,887",8.62,605,"‘리버티 공원’을 지키기 위한오크톤 동물들의 지상최대 연합작전이 시작된다!땅콩 털이에 성공 후 여유로운 삶을 즐기던 ‘설리’와 공원 친구들! 어느 날 갑자기, 영원할 것만 같던 땅콩 가게가 폭발하고, ‘설리’와 친구들은 어쩔 수 없이 ‘리버티 공원’으로 돌아가게 되지만 이마저도 악덕 시장의 놀이공원 건설 계획으로 파괴될 위기에 처한다. 더 이상 물러날 곳이 없는 ‘설리’와 친구들! 과연 악덕 시장에 맞서 공원을 지킬 수 있을까?"
1000338,내일의 기억,"(주)아이필름코퍼레이션,씨제이 씨지브이(CJ CGV)(주)",957,"3,026,073,660","332,993",2019,20210421,서유민,서예지 | 김강우 | 성혁 | 박상욱 | 배유람 | 김종윤,"㈜아이필름코퍼레이션,㈜토리픽쳐스","미스터리,스릴러",99,15세관람가,"136,054,830","18,236","2,870","124,902,640","15,074","2,783","174,473,920","19,357","2,947","400,898,160","42,654","3,494","378,915,510","39,651","3,469","122,666,810","13,333","2,655","124,267,990","14,021","2,627","104,193,640","16,877","1,671","96,736,650","12,469","1,492","122,800,990","14,466","1,577",53.0%,65,8.73,235,"깨어난 후, 다른 사람의 미래가 보이기 시작했다사고로 기억을 잃은 채 깨어난 수진 옆엔 자상한 남편 지훈이 그녀를 세심하게 돌봐주고 있다.그리고 집에 돌아온 후, 마주친 이웃들의 위험한 미래가 보이기 시작하자 수진은 혼란에 빠진다.그러던 어느 날 길에서 만난 옛 직장 동료는 수진을 걱정하며 지훈에 대한 믿기 힘든 소리를 하고, 때마침 발견한 사진에서 사진 속 남편 자리엔 지훈이 아닌 다른 남자가 있다.설상가상 수진은 알 수 없는 남자가 자신을 위협하는 환영에 시달리는데……"
1000339,자산어보,메가박스중앙(주) 플러스엠 엔터테인먼트,"1,250","3,006,620,490","340,574",2019,20210331,이준익,설경구 | 변요한 | 이정은 | 민도희 | 차순배 | 이승준,㈜씨네월드,"시대극/사극,드라마",126,12세관람가,"224,902,850","34,877","3,900","132,481,180","15,973","3,348","157,531,880","17,264","3,410","475,993,960","50,140","4,028","388,425,910","41,624","3,840","94,147,320","10,807","2,686","87,578,340","10,091","2,591","83,293,500","9,587","2,242","70,519,870","8,099","1,780","98,231,180","10,658","1,928",98.0%,"10,233",8.97,343,"“이 양반은 대역 죄인이니 너무 잘해줄 생각들 말어”순조 1년, 신유박해로 세상의 끝 흑산도로 유배된 ‘정약전’.호기심 많은 '정약전'은 그 곳에서 바다 생물에 매료되어 책을 쓰기로 한다. 이에 바다를 훤히 알고 있는 청년 어부 ‘창대’에게 도움을 구하지만 ‘창대’는 죄인을 도울 수 없다며 단칼에 거절한다.“내가 아는 지식과 너의 물고기 지식을 바꾸자 ‘창대’가 혼자 글 공부를 하며 어려움을 겪고 있다는 것을 알게 된 ‘정약전’은 서로의 지식을 거래하자고 제안하고 거래라는 말에 ‘창대’는 못 이기는 척 받아들인다. 둘은 티격태격하면서도 점차 서로의 스승이자 벗이 되어 간다. 너 공부해서 출세하고 싶지? 그러던 중 '창대'가 출세하기 위해 공부에 매진했다는 사실을 알게 된 '정약전'은 크게 실망한다.‘창대’ 역시 '정약전'과는 길이 다르다는 것을 깨닫고 '정약전'의 곁을 떠나 세상 밖으로 나가고자 결심하는데..."
1000340,거미집,(주)바른손이앤에이,"1,058","3,003,379,576","313,686",2022,20230927,김지운,송강호 | 임수정 | 오정세 | 전여빈 | 정수정 | 이옥회,앤솔로지 스튜디오㈜,"드라마,코메디",132,15세관람가,"340,470,347","42,670","3,703","415,915,890","42,428","3,486","482,533,344","47,792","3,116","460,008,853","46,659","2,882","327,043,297","32,329","2,623","285,385,171","28,481","2,493","122,143,244","12,478","1,205","33,251,921","3,598",872,"39,231,968","4,151",908,"43,431,547","4,561",850,84.0%,"9,408",7.56,"1,103","“결말만 바꾸면 걸작이 된다, 딱 이틀이면 돼!” 1970년대 꿈도 예술도 검열당하던 시대성공적이었던 데뷔작 이후, 악평과 조롱에 시달리던 김감독(송강호)은 촬영이 끝난 영화 ‘거미집’의 새로운 결말에 대한 영감을 주는 꿈을 며칠째 꾸고 있다.그대로만 찍으면 틀림없이 걸작이 된다는 예감, 그는 딱 이틀 간의 추가 촬영을 꿈꾼다.그러나 대본은 심의에 걸리고, 제작자 백회장(장영남)은 촬영을 반대한다.제작사 후계자인 신미도(전여빈)를 설득한 김감독은 베테랑 배우 이민자(임수정), 톱스타 강호세(오정세), 떠오르는 스타 한유림(정수정)까지 불러 모아 촬영을 강행하지만, 스케줄 꼬인 배우들은 불만투성이다.설상가상 출장 갔던 제작자와 검열 담당자까지 들이닥치면서 현장은 아수라장이 되는데…과연 ‘거미집’은 세기의 걸작으로 완성될 수 있을까?"
1000341,보통사람,오퍼스픽쳐스(유),621,"2,956,397,623","383,336",2017,20170323,김봉한,손현주 | 장혁 | 라미란 | 김상호 | 정만식 | 이승불,㈜트리니티 엔터테인먼트,드라마,122,15세관람가,"248,145,500","35,583","2,604","343,195,434","43,460","2,617","708,074,189","86,992","2,402","679,910,200","82,796","2,236","189,136,800","26,302","2,252","173,810,700","24,083","2,225","95,416,800","15,679",893,"58,168,900","8,311",780,"77,861,500","9,908",755,"117,118,300","14,710",604,91.0%,"8,688",8.49,665,"평범하지 않았던 시대,평범하게 살고 싶었던 보통사람들의 특별한 이야기가 시작된다!열심히 범인 잡아 국가에 충성하는 강력계 형사이자 사랑하는 아내(라미란), 아들과 함께 2층 양옥집에서 번듯하게 살아보는 것이 소원인 평범한 가장 성진(손현주). 그날도 불철주야 범인 검거에 나섰던 성진은 우연히 검거한 수상한 용의자 태성(조달환)이 대한민국 최초의 연쇄살인범일 수도 있다는 정황을 포착하게 되고, 이로 인해 안기부 실장 규남(장혁)이 주도하는 은밀한 공작에 자신도 모르는 사이 깊숙이 가담하게 된다.한편, 성진과는 가족과도 같은 막역한 사이인 자유일보 기자 재진(김상호)은 취재 중 이 사건의 수상한 낌새를 눈치채고 성진에게 이쯤에서 손을 떼는 것이 좋겠다고 말하지만, 다리가 불편한 아들의 수술을 약속 받은 성진은 규남의 불편한 제안을 받아들이고 만다. 아버지로서 할 수 밖에 없었던 선택, 이것이 도리어 성진과 가족들을 더욱 위험에 빠트리고 그의 삶을 송두리째 흔들기 시작하는데…"
1000342,나의 독재자,롯데쇼핑㈜롯데엔터테인먼트,654,"2,906,692,546","385,934",2014,20141030,이해준,설경구 | 박해일 | 윤제문 | 이병준 | 류혜영 | 이옥희,반짝반짝,드라마,127,15세관람가,"261,981,600","37,015","2,838","410,750,152","55,203","2,958","661,511,386","83,246","2,903","551,472,700","69,225","2,731","159,092,600","22,309","2,394","142,427,300","19,745","2,325","139,388,100","19,292","2,176","51,848,100","7,233",710,"49,319,313","6,574",730,"74,007,395","9,313",618,56.0%,"4,781",7.42,216,"최초의 남북정상회담을 앞두고,무명 배우 ‘성근’(설경구)은 회담 리허설을 위한 김일성의 대역 오디션에 합격한다. 생애 첫 주인공의 역할에 말투부터 제스처 하나까지 필사적으로 몰입하는 성근. 결국 남북정상회담은 무산되지만, 그는 김일성 역에서 빠져 나오지 못한다. 그로부터 20여년 후 스스로를 여전히 김일성이라 믿는 아버지 성근 때문에 미치기 직전인 아들 ‘태식’(박해일). 빚 청산을 위해 어쩔 수 없이 아버지를 다시 옛집으로 모셔온 태식은 독재자 수령동지(?)와 조용할 날 없는 하루하루를 보내는데...! 대한민국 한복판,김일성이 되어버린 아버지와 인생 꼬여버린 아들 그들의 기막힌 동거가 시작된다!"
1000343,브링 더 소울 : 더 무비,"씨지브이 아이스콘,월트디즈니컴퍼니코리아 유한책임회사",569,"2,902,500,310","336,074",2019,20190807,박준수,RM | 슈가 | 제이홉,"빅히트 엔터테인먼트,캠프 엔터테인먼트",인물,103,전체관람가,"887,162,760","109,242","1,960","399,749,280","48,821","1,568","307,503,520","33,775","1,409","437,697,210","46,544","1,126","331,711,330","35,224","1,024","98,320,610","11,942",849,"107,258,290","13,088",831,"40,988,480","4,884",220,"65,477,700","7,534",178,"30,530,520","3,346",169,98.0%,"8,753",9.68,308,"서울을 시작으로 북미와 유럽까지 LOVE YOURSELF 투어를 마친 방탄소년단!전세계의 팬들과 함께 호흡하고 열광했던 유럽에서의 콘서트가 파리를 마지막으로 끝났다.그리고 모든 긴장이 풀어진 다음날, 파리의 작은 루프탑 테이블에서 멤버와 팬들에게 하지 못했던 그들만의 이야기를 나누는 작은 뒷풀이가 시작된다. 방탄소년단의 솔직담백한 이야기를 한 테이블에 둘러 앉아 들을 수 있는 설레임 가득한 시간이 펼쳐진다."
